Approp Code,Agency,Agency Name,Div,Division Name,Appropriation Name,Appropriation,Fund Name,Fund,Fund Category Name,Appropriation Type,Capital Line, FY14 Actual Approp , FY14 Actual Expend , FY15 Actual Approp , FY15 Estimate Expend , FY16 Governors Proposed 
494-29-0011-11700000,494,Department Of Transportation,29,"District 9, Carbondale Office",Social Security,11700000,Road Fund,11,Highway Funds,New Appropriation,No,1795700,1760264.04,1748300,1724700,1897400
494-29-0011-12000000,494,Department Of Transportation,29,"District 9, Carbondale Office",Contractual Services,12000000,Road Fund,11,Highway Funds,New Appropriation,No,3282500,3276844.44,3222500,3222500,3823200
494-29-0011-12900000,494,Department Of Transportation,29,"District 9, Carbondale Office",Travel,12900000,Road Fund,11,Highway Funds,New Appropriation,No,48100,42232.67,48500,43500,48500
494-29-0011-13000000,494,Department Of Transportation,29,"District 9, Carbondale Office",Commodities,13000000,Road Fund,11,Highway Funds,New Appropriation,No,1891900,1700154.55,2773400,2773400,2408100
494-29-0011-15000000,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000000,Road Fund,11,Highway Funds,New Appropriation,No,1054300,197079.22,357900,200000,1110000
494-29-0011-15000013,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000013,Road Fund,11,Highway Funds,Reappropriation,No,680455,680436.26,0,0,0
494-29-0011-15000014,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000014,Road Fund,11,Highway Funds,Reappropriation,No,0,0,857221,857168,0
494-29-0011-15000015,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000015,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,157900
494-29-0011-15000100,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000100,Road Fund,11,Highway Funds,New Appropriation,No,533600,99660,1200000,400975,1302000
494-29-0011-15000113,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000113,Road Fund,11,Highway Funds,Reappropriation,No,727684,727683.46,0,0,0
494-29-0011-15000114,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000114,Road Fund,11,Highway Funds,Reappropriation,No,0,0,433940,431109,0
494-29-0011-15000115,494,Department Of Transportation,29,"District 9, Carbondale Office",Equipment,15000115,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,799025
494-29-0011-17000000,494,Department Of Transportation,29,"District 9, Carbondale Office",Telecommunications,17000000,Road Fund,11,Highway Funds,New Appropriation,No,147600,134672.3,147600,140000,150000
494-29-0011-18000000,494,Department Of Transportation,29,"District 9, Carbondale Office",Operation Of Auto Equipment,18000000,Road Fund,11,Highway Funds,New Appropriation,No,3436800,3360746.39,3086800,3086800,3078600
494-32-0011-19000800,494,Department Of Transportation,32,Highway Safety Program - Illinois States Attorney Appellate Prosecutors,Costs associated with the SAAP Alcohol Transportation Safety programs,19000800,Road Fund,11,Highway Funds,New Appropriation,No,0,0,0,0,400000
494-42-0011-44721000,494,Department Of Transportation,42,Construction (Grants),Statewide - Township Bridges,44721000,Road Fund,11,Highway Funds,New Appropriation,Yes,15000000,3575723.53,15000000,3000000,15000000
494-42-0011-44721013,494,Department Of Transportation,42,Construction (Grants),Statewide - Township Bridges,44721013,Road Fund,11,Highway Funds,Reappropriation,Yes,25931310,10085362.69,0,0,0
494-42-0011-44721014,494,Department Of Transportation,42,Construction (Grants),Statewide - Township Bridges,44721014,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,27270224,11000000,0
494-42-0011-44721015,494,Department Of Transportation,42,Construction (Grants),Statewide - Township Bridges,44721015,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,0,0,28270224
494-42-0011-44913000,494,Department Of Transportation,42,Construction (Grants),Statewide - Apportionment to Needy Road Districts And Townships,44913000,Road Fund,11,Highway Funds,New Appropriation,Yes,10014300,10014300,10014300,10014300,10014300
494-42-0011-44916000,494,Department Of Transportation,42,Construction (Grants),Statewide - Apportionment to High Growth Cities,44916000,Road Fund,11,Highway Funds,New Appropriation,Yes,4000000,4000000,4000000,4000000,4000000
494-42-0011-44917000,494,Department Of Transportation,42,Construction (Grants),Statewide - Apportionment to Counties Under One Million in Population,44917000,Road Fund,11,Highway Funds,New Appropriation,Yes,21800000,21800000,21800000,21800000,21800000
494-42-0011-77000026,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000026,Road Fund,11,Highway Funds,Reappropriation,Yes,85762091,10310948.64,75451143,28000000,47451143
494-42-0011-77001027,494,Department Of Transportation,42,Construction (Grants),Statewide - Pavement  Preservation Projects,77001027,Road Fund,11,Highway Funds,Reappropriation,Yes,37186,0,37186,0,37186
494-42-0011-77002025,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - City of Chicago - North Avenue Bridge,77002025,Road Fund,11,Highway Funds,Reappropriation,Yes,324335,0,324335,0,324335
494-42-0011-77002027,494,Department Of Transportation,42,Construction (Grants),Federal Pass Through For High Priority Projects and Transportation Improvement Projects for Locals,77002027,Road Fund,11,Highway Funds,Reappropriation,Yes,120138312,16192846.21,103945466,32000000,71945466
494-42-0011-77002029,494,Department Of Transportation,42,Construction (Grants),"Transportation, Community and System Preservation (TCSP)  - Federal Pass Through",77002029,Road Fund,11,Highway Funds,Reappropriation,Yes,9315345,1021105.14,8294240,2500000,5794240
494-42-0011-77002110,494,Department Of Transportation,42,Construction (Grants),"Statewide - Transportation, Community and System Preservation (TCSP)",77002110,Road Fund,11,Highway Funds,Reappropriation,Yes,12023209,640594.32,11382615,1200000,10182615
494-42-0011-77002125,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Macon County - City of Forsyth Frontage Road,77002125,Road Fund,11,Highway Funds,Reappropriation,Yes,11917,0,0,0,0
494-42-0011-77002210,494,Department Of Transportation,42,Construction (Grants),"Statewide - Transportation, Community and System Preservation (TCSP)",77002210,Road Fund,11,Highway Funds,Reappropriation,Yes,6340486,51867.76,6288619,1000000,5288619
494-42-0011-77002225,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - LaSalle County - Canal Corridor Association - Port of LaSalle Project,77002225,Road Fund,11,Highway Funds,Reappropriation,Yes,400000,0,0,0,0
494-42-0011-77002325,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Homewood - Railroad Station/Platform Acquisition and Improvement,77002325,Road Fund,11,Highway Funds,Reappropriation,Yes,16042,0,0,0,0
494-42-0011-77002425,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Cook County - Village of Glencoe, Green Bay Trail - North Branch Trail Connection",77002425,Road Fund,11,Highway Funds,Reappropriation,Yes,104718,0,104718,0,0
494-42-0011-77002625,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - DeKalb County - Annie Glidden Road,77002625,Road Fund,11,Highway Funds,Reappropriation,Yes,151977,21590.43,0,0,0
494-42-0011-77002725,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - DeKalb County - Convocation Center Roadway,77002725,Road Fund,11,Highway Funds,Reappropriation,Yes,151655,0,0,0,0
494-42-0011-77002925,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Mercer County - Great River Road,77002925,Road Fund,11,Highway Funds,Reappropriation,Yes,14882,0,0,0,0
494-42-0011-77003225,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Peoria and Tazewell Counties - I-74 in Peoria - Intelligent Transportations System (ITS),77003225,Road Fund,11,Highway Funds,Reappropriation,Yes,750000,0,0,0,0
494-42-0011-77003325,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - St. Clair County - Kaskaskia Regional Port District - Access Roads,77003325,Road Fund,11,Highway Funds,Reappropriation,Yes,9586,0,0,0,0
494-42-0011-77003425,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Kane County - Long Meadow Parkway Fox River Bridge Crossing, Bolz Road",77003425,Road Fund,11,Highway Funds,Reappropriation,Yes,125434,0,125434,70491,54943
494-42-0011-77003725,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Cook County - Park Forest, Sauk Trail Reconstruction Improvements",77003725,Road Fund,11,Highway Funds,Reappropriation,Yes,330000,0,0,0,0
494-42-0011-77003825,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Sauk Village Industrial Park Access Road,77003825,Road Fund,11,Highway Funds,Reappropriation,Yes,472494,0,0,0,0
494-42-0011-77004025,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Kane County - St. Charles - Fox River Crossing at Red Gate Corridor,77004025,Road Fund,11,Highway Funds,Reappropriation,Yes,260467,0,260467,0,0
494-42-0011-77004125,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Christian and Shelby Counties - US 51,77004125,Road Fund,11,Highway Funds,Reappropriation,Yes,766512,650100.59,116412,0,116412
494-42-0011-77004225,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - West Grand Avenue (from North Western to North California Ave),77004225,Road Fund,11,Highway Funds,Reappropriation,Yes,800000,0,0,0,0
494-42-0011-77004425,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - City of Chicago - North-South Wacker Drive Reconstruction,77004425,Road Fund,11,Highway Funds,Reappropriation,Yes,1916666,0,0,0,0
494-42-0011-77004525,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - DuPage County - Darien, I-55 South Barrier",77004525,Road Fund,11,Highway Funds,Reappropriation,Yes,1400000,0,0,0,0
494-42-0011-77004725,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - East Hazel Crest - 171st Street Reconstruction,77004725,Road Fund,11,Highway Funds,Reappropriation,Yes,6429,0,6429,0,0
494-42-0011-77004825,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Chicago Lakefront - 67th Street Pedestrian Underpass,77004825,Road Fund,11,Highway Funds,Reappropriation,Yes,400000,0,400000,0,0
494-42-0011-77004925,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Tazewell County - East Peoria - Camp Street, Upgrade",77004925,Road Fund,11,Highway Funds,Reappropriation,Yes,219935,0,0,0,0
494-42-0011-77005025,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Cermak and Kenton Avenues,77005025,Road Fund,11,Highway Funds,Reappropriation,Yes,750533,0,750533,0,0
494-42-0011-77005125,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - University Park - Cicero Avenue Lighting,77005125,Road Fund,11,Highway Funds,Reappropriation,Yes,107337,0,107337,0,107337
494-42-0011-77005225,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Des Plaines - Alley and Sidewalk Improvements,77005225,Road Fund,11,Highway Funds,Reappropriation,Yes,16073,0,0,0,0
494-42-0011-77005325,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Fulton County - Highway 6,77005325,Road Fund,11,Highway Funds,Reappropriation,Yes,51783,0,51783,0,0
494-42-0011-77005425,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Oak Park - I-290 Cap,77005425,Road Fund,11,Highway Funds,Reappropriation,Yes,962626,22877.44,939749,100000,839749
494-42-0011-77005525,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Kankakee County - KBS Railroad Hazard Elimination,77005525,Road Fund,11,Highway Funds,Reappropriation,Yes,300000,0,0,0,0
494-42-0011-77005625,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Sangamon County - Springfield - MacArthur Boulevard Extension,77005625,Road Fund,11,Highway Funds,Reappropriation,Yes,137583,24142.81,113441,50000,63441
494-42-0011-77005725,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - McHenry County - Crystal Lake Road,77005725,Road Fund,11,Highway Funds,Reappropriation,Yes,157681,0,157681,0,0
494-42-0011-77005825,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Cook County - City of Chicago - Milwaukee Avenue, Grand to Gale",77005825,Road Fund,11,Highway Funds,Reappropriation,Yes,20091,0,0,0,0
494-42-0011-77005925,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - LaSalle County - Route 178 Relocation, Phase II Engineering",77005925,Road Fund,11,Highway Funds,Reappropriation,Yes,456337,0,456337,0,0
494-42-0011-77006025,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Evanston - Sheridan Road Improvements,77006025,Road Fund,11,Highway Funds,Reappropriation,Yes,8036,0,8036,0,0
494-42-0011-77006125,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Sidewalks Near Ford Heights,77006125,Road Fund,11,Highway Funds,Reappropriation,Yes,200000,0,0,0,0
494-42-0011-77006225,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Lynwood - Street Improvements and Streetlights,77006225,Road Fund,11,Highway Funds,Reappropriation,Yes,1831,0,0,0,0
494-42-0011-77006325,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Peoria County - Bartonville - Street Improvements,77006325,Road Fund,11,Highway Funds,Reappropriation,Yes,11558,0,0,0,0
494-42-0011-77006425,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Tazewell County - Village of Armington - Street Improvements,77006425,Road Fund,11,Highway Funds,Reappropriation,Yes,8956,0,0,0,0
494-42-0011-77006525,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - Cook County - Markham - Streetlights and Salt Dome,77006525,Road Fund,11,Highway Funds,Reappropriation,Yes,300000,0,0,0,0
494-42-0011-77006625,494,Department Of Transportation,42,Construction (Grants),"Federal Earmarks - Lake County - US 41/I-176 Interchange Improvements, Phase I Study",77006625,Road Fund,11,Highway Funds,Reappropriation,Yes,800000,152491.6,647509,200000,447509
494-42-0011-77006725,494,Department Of Transportation,42,Construction (Grants),Federal Earmarks - DuPage County - Winfield Pedestrian Tunnel,77006725,Road Fund,11,Highway Funds,Reappropriation,Yes,98400,0,98400,0,0
494-42-0011-77006813,494,Department Of Transportation,42,Construction (Grants),Federal Discretionary Program Awards,77006813,Road Fund,11,Highway Funds,Reappropriation,Yes,15047387,2525872.6,12521515,1000000,11521515
494-42-0011-77006913,494,Department Of Transportation,42,Construction (Grants),Federal Awards - TIGER III,77006913,Road Fund,11,Highway Funds,Reappropriation,Yes,7912676,7912675.89,1,0,0
494-42-0011-77007013,494,Department Of Transportation,42,Construction (Grants),Emergency Relief - Federal Award,77007013,Road Fund,11,Highway Funds,Reappropriation,Yes,131051,0,131051,0,131051
494-42-0011-77007113,494,Department Of Transportation,42,Construction (Grants),FY13 Supplemental Federal Discretionary Awards,77007113,Road Fund,11,Highway Funds,Reappropriation,Yes,13453048,1214959.73,12238089,1600000,10638089
494-42-0011-79000000,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000000,Road Fund,11,Highway Funds,New Appropriation,Yes,805985700,117512425.9,410600000,6700000,157910700
494-42-0011-79000010,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000010,Road Fund,11,Highway Funds,Reappropriation,Yes,7664331,172216.1,73869393,9500000,64369393
494-42-0011-79000011,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000011,Road Fund,11,Highway Funds,Reappropriation,Yes,234643153,51263534.47,183379619,40000000,143379619
494-42-0011-79000012,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000012,Road Fund,11,Highway Funds,Reappropriation,Yes,261649699,119148484.6,142501215,75000000,67501215
494-42-0011-79000013,494,Department Of Transportation,42,Construction (Grants),FY13 Supplemental - Statewide - Transportation and Related Construction,79000013,Road Fund,11,Highway Funds,Reappropriation,Yes,669740784,221726268.1,448014516,160000000,288014516
494-42-0011-79000014,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000014,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,688473275,375000000,313473275
494-42-0011-79000015,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000015,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,0,0,403900000
494-42-0011-79000029,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79000029,Road Fund,11,Highway Funds,Reappropriation,Yes,79535518,13158240.16,0,0,0
494-42-0011-79000213,494,Department Of Transportation,42,Construction (Grants),FY13 Supplemental - Illiana Expressway P3 Consultant Services,79000213,Road Fund,11,Highway Funds,Reappropriation,Yes,15000000,6235657.03,8764343,7500000,1264343
494-42-0011-79000300,494,Department Of Transportation,42,Construction (Grants),TIGER V Award for Springfield Rail Improvements,79000300,Road Fund,11,Highway Funds,New Appropriation,Yes,0,0,14400000,0,0
494-42-0011-79000400,494,Department Of Transportation,42,Construction (Grants),TIGER VI Award - Champaign,79000400,Road Fund,11,Highway Funds,New Appropriation,Yes,0,0,0,0,19631659
494-42-0011-79001000,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001000,Road Fund,11,Highway Funds,New Appropriation,Yes,427200000,41174889.89,536585700,10000000,581275000
494-42-0011-79001010,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001010,Road Fund,11,Highway Funds,Reappropriation,Yes,159351088,58052105.56,264849959,75000000,189849959
494-42-0011-79001011,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001011,Road Fund,11,Highway Funds,Reappropriation,Yes,111818282,39800381.32,72017901,25000000,47017901
494-42-0011-79001012,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001012,Road Fund,11,Highway Funds,Reappropriation,Yes,217428406,97480135.74,119948271,70000000,49948271
494-42-0011-79001013,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001013,Road Fund,11,Highway Funds,Reappropriation,Yes,258092413,112297546,145794867,66700000,79094867
494-42-0011-79001014,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001014,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,386025111,175000000,211025111
494-42-0011-79001015,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001015,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,0,0,526585700
494-42-0011-79001029,494,Department Of Transportation,42,Construction (Grants),Statewide - Road Improvements - Local Share of Road Fund/Road Program,79001029,Road Fund,11,Highway Funds,Reappropriation,Yes,233475386,69924409.66,0,0,0
494-42-0011-79002027,494,Department Of Transportation,42,Construction (Grants),Local Earmarks - Local Pass Through,79002027,Road Fund,11,Highway Funds,Reappropriation,Yes,38201004,1821175.63,36379829,2000000,34379829
494-42-0011-79002029,494,Department Of Transportation,42,Construction (Grants),"Statewide - Local Match for Transportation, Community and System Preservation (TCSP)",79002029,Road Fund,11,Highway Funds,Reappropriation,Yes,839073,75676.17,763397,75000,688397
494-42-0011-79002110,494,Department Of Transportation,42,Construction (Grants),"Statewide - Local Match for Transportation, Community and System Preservation (TCSP)",79002110,Road Fund,11,Highway Funds,Reappropriation,Yes,1980186,0,1980186,165000,1815186
494-42-0011-79002210,494,Department Of Transportation,42,Construction (Grants),"Statewide - Local Match for Transportation, Community and System Preservation (TCSP)",79002210,Road Fund,11,Highway Funds,Reappropriation,Yes,657030,86394.95,570636,175000,395636
494-42-0011-79003029,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,79003029,Road Fund,11,Highway Funds,Reappropriation,Yes,30724918,1859201.97,28865717,2700000,26165717
494-42-0011-79004012,494,Department Of Transportation,42,Construction (Grants),Statewide - TIGER II Federal Earmarks,79004012,Road Fund,11,Highway Funds,Reappropriation,Yes,9443562,4989843.11,4453719,3000000,1453719
494-42-0011-79004112,494,Department Of Transportation,42,Construction (Grants),"Statewide - Local Match for TIGER II Federal Earmarks
",79004112,Road Fund,11,Highway Funds,Reappropriation,Yes,3200000,0,3200000,2100000,1100000
494-42-0011-79006813,494,Department Of Transportation,42,Construction (Grants),Federal Discretionary Awards - Local Match,79006813,Road Fund,11,Highway Funds,Reappropriation,Yes,624833,5066.85,619767,115000,504767
494-42-0011-79007113,494,Department Of Transportation,42,Construction (Grants),FY13 Supplemental Federal Discretionary Awards - Local Match,79007113,Road Fund,11,Highway Funds,Reappropriation,Yes,770066,73309.15,696757,100000,596757
494-42-0011-79007200,494,Department Of Transportation,42,Construction (Grants),Milburn Bypass - Local Agency Reimbursed via Lake County Challenge Bonds,79007200,Road Fund,11,Highway Funds,New Appropriation,Yes,31703000,0,0,0,0
494-42-0011-79007214,494,Department Of Transportation,42,Construction (Grants),Milburn Bypass - Local Agency Reimbursed via Lake County Challenge Bonds,79007214,Road Fund,11,Highway Funds,Reappropriation,Yes,0,0,31703000,1500000,30203000
494-42-0157-79000000,494,Department Of Transportation,42,Construction (Grants),Public Private Partnerships for Transportation,79000000,Public-Private Partnerships for Transportation Fund,157,Special State Funds,New Appropriation,Yes,5000000,0,5000000,0,5000000
494-42-0596-79000000,494,Department Of Transportation,42,Construction (Grants),Illiana Expressway Proceeds,79000000,Illiana Expressway Proceeds Fund,596,Special State Funds,New Appropriation,Yes,5000000,0,5000000,0,5000000
494-42-0695-44000000,494,Department Of Transportation,42,Construction (Grants),"Grants to Counties, Municipalities and Road Districts for All Construction Related Expenses",44000000,"Transportation Bond, Series D Fund",695,Bond Financed Funds,New Appropriation,Yes,0,0,100000000,100000000,0
494-42-0695-44000010,494,Department Of Transportation,42,Construction (Grants),"Grants to Counties, Municipalities and Road Districts for All Construction Related Expenses",44000010,"Transportation Bond, Series D Fund",695,Bond Financed Funds,Reappropriation,Yes,200000000,199998836,1164,1164,0
494-42-0695-77000100,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000100,"Transportation Bond, Series D Fund",695,Bond Financed Funds,New Appropriation,Yes,0,0,1000000000,193750000,0
494-42-0695-77000110,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000110,"Transportation Bond, Series D Fund",695,Bond Financed Funds,Reappropriation,Yes,1832806394,476833707.4,1355972687,581250000,774722687
494-42-0695-77000115,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000115,"Transportation Bond, Series D Fund",695,Bond Financed Funds,Reappropriation,Yes,0,0,0,0,806250000
494-42-0902-77000000,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000000,State Construction Account Fund,902,Highway Funds,New Appropriation,Yes,591000000,205565571.6,729000000,127000000,1060000000
494-42-0902-77000010,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000010,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,45565049,15722543.33,47559169,8000000,39559169
494-42-0902-77000011,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000011,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,31958869,24196257.73,7762612,1500000,6262612
494-42-0902-77000012,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000012,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,206378953,153373651.9,53005302,45000000,8005302
494-42-0902-77000013,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000013,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,440185775,227866726.9,212319049,120000000,92319049
494-42-0902-77000014,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000014,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,0,0,385434429,289850000,95584429
494-42-0902-77000015,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000015,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,0,0,0,0,587000000
494-42-0902-77000029,494,Department Of Transportation,42,Construction (Grants),Statewide - Transportation and Related Construction,77000029,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,31931014,14214351.39,0,0,0
494-42-0902-77000100,494,Department Of Transportation,42,Construction (Grants),"Bedford Park Grade Separation, IDOT District 1",77000100,State Construction Account Fund,902,Highway Funds,New Appropriation,Yes,0,0,15000000,0,0
494-42-0902-77000115,494,Department Of Transportation,42,Construction (Grants),"Bedford Park Grade Separation, IDOT District 1",77000115,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,0,0,0,0,15000000
494-42-0902-77000128,494,Department Of Transportation,42,Construction (Grants),Legislative Add-on - I-57/294 IDOT District 1,77000128,State Construction Account Fund,902,Highway Funds,Reappropriation,Yes,246670,46412.33,200258,200000,258
494-44-0553-77000011,494,Department Of Transportation,44,"Construction, Bond Fund A",Statewide - Transportation and Related Construction,77000011,"Transportation Bond, Series A Fund",553,Bond Financed Funds,Reappropriation,Yes,265236985,140574415.4,124662570,90000000,34662570
494-46-0019-77000000,494,Department Of Transportation,46,Grade Crossing Protection,Statewide - Installation of Grade Crossing Protection or Grade Separations,77000000,Grade Crossing Protection Fund,19,Highway Funds,New Appropriation,Yes,39000000,914.82,39000000,0,39000000
494-46-0019-77000013,494,Department Of Transportation,46,Grade Crossing Protection,Statewide - Installation of Grade Crossing Protection or Grade Separations,77000013,Grade Crossing Protection Fund,19,Highway Funds,Reappropriation,Yes,97142016,26104791.08,0,0,0
494-46-0019-77000014,494,Department Of Transportation,46,Grade Crossing Protection,Statewide - Installation of Grade Crossing Protection or Grade Separations,77000014,Grade Crossing Protection Fund,19,Highway Funds,Reappropriation,Yes,0,0,110036311,46000000,0
494-46-0019-77000015,494,Department Of Transportation,46,Grade Crossing Protection,Statewide - Installation of Grade Crossing Protection or Grade Separations,77000015,Grade Crossing Protection Fund,19,Highway Funds,Reappropriation,Yes,0,0,0,0,103036311
494-46-0019-77000100,494,Department Of Transportation,46,Grade Crossing Protection,High and Accelerated Speed Rail Grade Crossing Improvements,77000100,Grade Crossing Protection Fund,19,Highway Funds,New Appropriation,Yes,0,0,2000000,0,0
494-60-0001-12900200,494,Department Of Transportation,60,Aeronautics,Travel,12900200,General Revenue Fund,1,General Funds,New Appropriation,No,265000,260446.14,265000,265000,145300
494-60-0011-11200000,494,Department Of Transportation,60,Aeronautics,Personal Services,11200000,Road Fund,11,Highway Funds,New Appropriation,No,6003100,5902545.61,6474100,6275300,6633000
494-60-0011-11610000,494,Department Of Transportation,60,Aeronautics,Retirement,11610000,Road Fund,11,Highway Funds,New Appropriation,No,2460300,2389906.41,2741100,2660400,3024500
494-60-0011-11700000,494,Department Of Transportation,60,Aeronautics,Social Security,11700000,Road Fund,11,Highway Funds,New Appropriation,No,461100,435822.58,483000,463100,494400
494-60-0011-12000000,494,Department Of Transportation,60,Aeronautics,Contractual Services,12000000,Road Fund,11,Highway Funds,New Appropriation,No,2244200,2053514.88,2244200,1950000,2373700
494-60-0011-12900000,494,Department Of Transportation,60,Aeronautics,Travel,12900000,Road Fund,11,Highway Funds,New Appropriation,No,95000,72837.19,93000,88000,90000
494-60-0011-13000000,494,Department Of Transportation,60,Aeronautics,Commodities,13000000,Road Fund,11,Highway Funds,New Appropriation,No,857600,705604.53,1074200,720000,605000
494-60-0011-15000000,494,Department Of Transportation,60,Aeronautics,Equipment,15000000,Road Fund,11,Highway Funds,New Appropriation,No,84300,26932.09,65000,60000,50000
494-60-0011-17000000,494,Department Of Transportation,60,Aeronautics,Telecommunications,17000000,Road Fund,11,Highway Funds,New Appropriation,No,105000,88800.01,102500,100000,105000
494-60-0011-18000000,494,Department Of Transportation,60,Aeronautics,Operation Of Auto Equipment,18000000,Road Fund,11,Highway Funds,New Appropriation,No,18700,17610.49,18400,18400,30000
494-60-0011-49000000,494,Department Of Transportation,60,Aeronautics,Purposes Described in Sections 31 and 34 of the Illinois Aeronautics Act,49000000,Road Fund,11,Highway Funds,New Appropriation,No,400000,0,400000,0,300000
